Nome;Imagem;Caminho Padrão;Categoria;nome;tipo;@Imagem
Arruela Lisa;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;arruela_lisa;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\arruela_lisa.png
Arruela de Aba Larga;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;arruela_de_aba_larga;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\arruela_de_aba_larga.png
Arruela de Funileiro;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;arruela_de_funileiro;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\arruela_de_funileiro.png
Arruela ASTM F436;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;arruela_astm_f436;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\arruela_astm_f436.png
Arruela Narrow;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;arruela_narrow;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\arruela_narrow.png
Arruela de Pressão;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;arruela_de_pressao;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\arruela_de_pressao.png
Arruela de Vedação;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;arruela_de_vedacao;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\arruela_de_vedacao.png
Arruela de Vedação Côncava;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;arruela_de_vedacao_concava;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\arruela_de_vedacao_concava.png
Arruela Dentada Interna;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;arruela_dentada_interna;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\arruela_dentada_interna.png
Arruela Dentada Externa;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;arruela_dentada_externa;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\arruela_dentada_externa.png
Arruela Quadrada (Tipo Cunha Para Perfil);;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;arruela_quadrada_-tipo_cunha_para_perfil-;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\arruela_quadrada_-tipo_cunha_para_perfil-.png
Anilha;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;anilha;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\anilha.png
Mola Prato;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Arruelas;mola_prato;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\mola_prato.png
Rebite de Repuxo;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Rebites;rebite_de_repuxo;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\rebite_de_repuxo.png
Porca Rebite;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Rebites;porca_rebite;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\porca_rebite.png
Rebite Maciço;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Rebites;rebite_macico;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\rebite_macico.png
Porca Semi Tubular;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Rebites;porca_semi_tubular;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\porca_semi_tubular.png
Gancho;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Acessórios;gancho;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\gancho.png
Pitão;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Acessórios;pitao;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\pitao.png
Escápula;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Acessórios;escapula;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\escapula.png
Chumbadores Químicos;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Chumbadores;chumbadores_quimicos;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\chumbadores_quimicos.png
Chumbadores Mecânicos;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Chumbadores;chumbadores_mecanicos;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\chumbadores_mecanicos.png
Itens para Instalações (Prediais e Industriais);;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Acessórios;itens_para_instalacoes_-prediais_e_industriais-;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\itens_para_instalacoes_-prediais_e_industriais-.png
Porca Olhal;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Acessórios;porca_olhal;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\porca_olhal.png
Parafuso Olhal;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Acessórios;parafuso_olhal;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\parafuso_olhal.png
Esticador Gancho Olhal;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Acessórios;esticador_gancho_olhal;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\esticador_gancho_olhal.png
Sapatilha;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Acessórios;sapatilha;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\sapatilha.png
Mosquetão;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Acessórios;mosquetao;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\mosquetao.png
Manilha Curva;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Acessórios;manilha_curva;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\manilha_curva.png
Manilha Reta;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Acessórios;manilha_reta;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\manilha_reta.png
Clip;;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos;Acessórios;clip;png;C:\Users\Marco\Desktop\projetos\razemfix-wireframe\razemfix-wireframe\public\produtos\clip.png
